#{"t_start": 1770626298.5408156, "env_id": "AdroitHandRelocate-v1"}
r,l,t
211.798964,100,937.65254
338.045299,100,938.598084
394.961935,100,939.611632
141.666427,100,940.449065
405.382616,100,941.447393
395.202053,100,942.450083
-74.363274,100,943.295938
89.722266,100,944.101059
30.3,100,944.889731
-73.382809,100,945.697844
18.848844,100,946.470119
413.26449,100,947.347172
384.709298,100,948.236587
382.036615,100,949.155643
417.009151,100,950.09876
409.440035,100,951.041579
384.221483,100,952.006085
320.453907,100,952.985889
359.575598,100,954.405115
384.062211,100,955.401314
399.679458,100,956.435945
282.569245,100,957.414884
287.151827,100,958.348325
401.080145,100,959.309042
358.536178,100,960.297218
378.360184,100,961.261284
-110.371601,100,962.152631
41.0,100,963.063533
399.692777,100,964.051453
419.206175,100,965.033581
-75.49941,100,965.993363
-56.7,100,966.861999
426.980067,100,967.860886
34.9,100,968.792752
39.7,100,969.742581
-27.7,100,970.685095
32.2,100,971.71802
37.5,100,972.663255
-250.586594,100,974.233771
36.1,100,975.112601
39.3,100,975.97705
31.2,100,976.874799
35.5,100,977.741994
91.551043,100,978.577021
-115.689358,100,979.385831
39.3,100,980.167873
-58.076629,100,980.947937
99.008885,100,981.751739
82.585696,100,982.538493
130.911382,100,983.393584
36.0,100,984.271799
142.84002,100,985.147885
139.860589,100,986.09902
26.5,100,987.268235
151.796764,100,988.215976
-31.2,100,989.379993
29.6,100,990.474215
-40.402443,100,991.451866
-321.7,100,993.238705
104.943254,100,994.100368
-124.314363,100,995.106483
-278.414932,100,996.745297
-214.988368,100,998.5872
-97.003105,100,1000.055453
-232.2,100,1001.449048
-105.469417,100,1003.558238
38.4,100,1005.463686
-31.2,100,1007.098165
-210.370138,100,1007.998167
-180.7,100,1008.894895
24.1,100,1009.816938
12.72603,100,1010.675961
-289.219906,100,1011.520307
-304.8,100,1012.522104
21.4,100,1013.49472
28.6,100,1014.507752
-279.3,100,1015.810498
35.2,100,1017.135241
-293.1,100,1019.172127
-141.26495,100,1020.568425
-92.349006,100,1021.96319
31.4,100,1023.158942
281.855146,59,1023.7763
126.189343,33,1024.205778
32.4,100,1025.503049
299.417897,100,1026.872917
88.100126,34,1027.279756
33.2,100,1028.655896
40.6,100,1029.959393
35.047483,100,1031.217108
-305.2,100,1032.411069
33.9,100,1033.615399
66.037509,100,1034.87834
45.4,100,1035.796844
41.7,100,1036.693449
32.7,100,1037.636538
38.2,100,1038.679255
40.3,100,1039.728497
29.9,100,1040.627553
-164.3,100,1041.880861
25.6,100,1042.714308
28.0,100,1043.559311
29.6,100,1044.410291
20.7,100,1045.233517
33.2,100,1046.06038
-315.6,100,1046.8841
17.6,100,1047.746179
27.415414,100,1048.56935
-261.2,100,1049.379477
16.7,100,1050.19486
-56.2,100,1051.019412
49.4,100,1051.848959
30.7,100,1052.709686
32.3,100,1053.58037
-112.0,100,1054.392962
35.7,100,1055.305929
36.5,100,1056.128296
-225.6,100,1056.973118
39.1,100,1057.821953
294.446959,100,1059.028113
38.7,100,1059.861102
-342.2,100,1060.708086
22.6,100,1061.531868
35.6,100,1062.362762
29.3,100,1063.17219
25.5,100,1063.991515
23.5,100,1064.848093
29.2,100,1065.679331
-279.176456,100,1066.484915
40.9,100,1067.311877
35.2,100,1068.086586
37.8,100,1068.817659
42.5,100,1069.540367
-110.269439,100,1070.280404
43.0,100,1071.04121
38.7,100,1071.778254
44.1,100,1072.512703
47.8,100,1073.248148
40.7,100,1073.980225
44.1,100,1075.14431
44.6,100,1076.190234
42.4,100,1077.158866
43.3,100,1078.030387
48.5,100,1078.929623
45.2,100,1079.814797
32.5,100,1080.660708
48.7,100,1081.482315
34.8,100,1082.340835
30.0,100,1083.163797
45.7,100,1084.012522
42.4,100,1084.852419
47.3,100,1085.68488
46.7,100,1086.499949
44.0,100,1087.323522
49.2,100,1088.167844
44.5,100,1089.01584
49.2,100,1089.840654
32.8,100,1090.660975
