#{"t_start": 1770597841.356516, "env_id": "AdroitHandRelocate-v1"}
r,l,t,success,lifted,dist_to_target
86.973001,100,2546.24767,False,False,0.3641222551280973
23.6,100,2547.04895,False,False,0.19586734981397924
33.5,100,2547.879484,False,False,0.2212926936669546
86.979998,100,2548.677363,False,False,0.5319200011897206
46.5,100,2549.517059,False,False,0.14336862903658681
107.591184,100,2550.377131,False,False,0.46772399196600795
45.7,100,2551.342781,False,False,0.22927345368669555
28.7,100,2552.214186,False,False,0.3278222409632757
47.9,100,2553.216883,False,False,0.39336856898106093
42.6,100,2554.050693,False,False,0.340374339664491
28.2,100,2554.90188,False,False,0.32040698655855127
31.3,100,2555.730979,False,False,0.34740982522857633
26.8,100,2556.605258,False,False,0.2198141004097887
29.6,100,2557.469034,False,False,0.32201418148238825
25.9,100,2558.314048,False,False,0.4986516219511791
44.3,100,2559.162381,False,False,0.4297040542405682
47.9,100,2560.021893,False,False,0.3935420926897284
40.5,100,2560.88672,False,False,0.16222877016346282
31.9,100,2561.775431,False,False,0.2434570830870969
45.6,100,2562.622259,False,False,0.32071816077021265
25.3,100,2563.900518,False,False,0.22256518091714658
46.3,100,2564.765283,False,False,0.26246309749742996
24.3,100,2565.623428,False,False,0.41134545140879764
32.1,100,2566.463751,False,False,0.24994848809195827
25.8,100,2567.314685,False,False,0.20926578170406493
28.3,100,2568.295859,False,False,0.19991562367493504
29.7,100,2569.319343,False,False,0.19311524477385789
32.7,100,2570.29161,False,False,0.2446348470256619
49.0,100,2571.208001,False,False,0.29259939673909635
35.6,100,2572.094115,False,False,0.19682707095714577
38.2,100,2572.958552,False,False,0.5136123614120511
48.3,100,2573.831027,False,False,0.39070711119274104
47.5,100,2574.683372,False,False,0.31563339721119876
33.1,100,2575.492378,False,False,0.21496938459245932
48.5,100,2576.311877,False,False,0.19363902134595087
48.7,100,2577.138833,False,False,0.16270061409516376
46.4,100,2577.986281,False,False,0.1398713060583105
45.6,100,2578.849929,False,False,0.28728385654742167
47.1,100,2579.722253,False,False,0.34655198964531075
45.9,100,2580.561352,False,False,0.13525719596178426
47.6,100,2581.86506,False,False,0.3352266118119758
47.1,100,2582.733723,False,False,0.3344040143394756
48.4,100,2583.600909,False,False,0.18188261516393986
-88.3,100,2584.41435,False,False,1.1710755054376538
44.9,100,2585.272129,False,False,0.39823580617355986
49.1,100,2586.127809,False,False,0.245868929239689
48.5,100,2586.946992,False,False,0.290219398137346
48.9,100,2587.78015,False,False,0.2840911018243822
46.5,100,2588.629632,False,False,0.30572406759759063
48.2,100,2589.562687,False,False,0.22879424593088624
48.6,100,2590.394495,False,False,0.12472226658215725
48.5,100,2591.23684,False,False,0.18710682833450332
45.7,100,2592.081028,False,False,0.19684366613857596
47.4,100,2592.929391,False,False,0.3924475304443733
48.2,100,2593.763448,False,False,0.28777093275117255
48.5,100,2594.656914,False,False,0.3189021782054374
48.5,100,2595.600708,False,False,0.208267181668735
48.7,100,2596.506877,False,False,0.14707662091600088
48.1,100,2597.350668,False,False,0.2557926439627343
48.6,100,2598.245909,False,False,0.20655052363745427
46.7,100,2599.559268,False,False,0.3198138142226664
48.9,100,2600.437707,False,False,0.14947855982636518
47.6,100,2601.4092,False,False,0.12112602421858179
48.2,100,2602.284961,False,False,0.1620554491518474
48.7,100,2603.118096,False,False,0.17889609801673217
48.4,100,2603.962471,False,False,0.28293675795619677
47.8,100,2604.917692,False,False,0.41501892196029133
48.6,100,2605.898027,False,False,0.18136613466236862
47.3,100,2606.871944,False,False,0.13661051844429287
46.6,100,2607.803058,False,False,0.40574339679631977
47.5,100,2608.722452,False,False,0.1561480741222175
37.3,100,2609.622261,False,False,0.20055102835066063
47.0,100,2610.485395,False,False,0.26049868938336446
47.1,100,2611.419771,False,False,0.24036350828852648
48.1,100,2612.351667,False,False,0.21940183802977317
48.0,100,2613.304634,False,False,0.15358091114338734
48.7,100,2614.24117,False,False,0.1406628657045263
47.1,100,2615.174056,False,False,0.3781082044609995
48.7,100,2616.125789,False,False,0.17357880753572133
48.3,100,2617.062746,False,False,0.18467698849549968
48.3,100,2618.444002,False,False,0.21068763566610257
47.1,100,2619.41684,False,False,0.24819312260216791
48.2,100,2620.387461,False,False,0.27892735699590543
48.2,100,2621.361821,False,False,0.1810390262688514
47.8,100,2622.326377,False,False,0.17040277628487835
47.8,100,2623.300859,False,False,0.19359891487693984
37.3,100,2624.197032,False,False,0.3564586495768955
47.0,100,2625.111641,False,False,0.38856021725974077
48.5,100,2626.011432,False,False,0.18412549611084286
48.5,100,2626.833021,False,False,0.3088271310674717
48.7,100,2627.69051,False,False,0.37749838817951364
48.4,100,2628.534029,False,False,0.19119347644274265
47.4,100,2629.371961,False,False,0.21072586732152163
48.5,100,2630.183703,False,False,0.17224658851068655
47.8,100,2631.0351,False,False,0.26977477354858737
48.8,100,2631.883008,False,False,0.322360908424441
48.6,100,2632.779362,False,False,0.16902619377052597
48.1,100,2633.687008,False,False,0.16683057353461614
46.1,100,2634.47177,False,False,0.1540140005726013
48.3,100,2635.302439,False,False,0.12330523131373829
49.0,100,2636.531096,False,False,0.18297995040857834
45.3,100,2637.352043,False,False,0.2537435146187889
47.1,100,2638.154022,False,False,0.1271412901282675
46.2,100,2638.984426,False,False,0.18133634204138568
43.1,100,2639.897089,False,False,0.15652075135040178
45.0,100,2640.7897,False,False,0.25758313606720185
47.1,100,2641.707087,False,False,0.18157814865041633
45.8,100,2642.546102,False,False,0.36958472836007894
47.5,100,2643.406458,False,False,0.14630735749227378
47.1,100,2644.255456,False,False,0.14456707615909078
46.0,100,2645.11214,False,False,0.1354440607662058
45.8,100,2646.104617,False,False,0.16630487041488912
47.3,100,2646.996421,False,False,0.18840645221605187
44.1,100,2647.884814,False,False,0.3203885361488907
43.7,100,2648.778377,False,False,0.2884631718135338
45.8,100,2649.737346,False,False,0.38536377657827714
45.7,100,2650.665986,False,False,0.1707952259811032
48.8,100,2651.671778,False,False,0.1543824891238959
48.0,100,2652.6101,False,False,0.12731067865815682
44.0,100,2653.432114,False,False,0.31682947217802954
44.4,100,2654.916927,False,False,0.22661556440576547
44.1,100,2655.814063,False,False,0.19127415367170555
45.4,100,2656.650934,False,False,0.31864122097797865
45.3,100,2657.474792,False,False,0.3868846628969871
46.5,100,2658.309341,False,False,0.19617793935860953
48.3,100,2659.273021,False,False,0.1674273952140311
44.4,100,2660.136276,False,False,0.23905739605512705
46.7,100,2660.995478,False,False,0.3229487859721578
47.5,100,2661.862239,False,False,0.2556783203522906
43.6,100,2662.711342,False,False,0.24076063022209948
47.3,100,2663.520895,False,False,0.33255104678018793
43.1,100,2664.32505,False,False,0.3204953686498009
48.4,100,2665.165574,False,False,0.17536718198846954
48.2,100,2666.087198,False,False,0.17442983603242018
48.0,100,2666.949146,False,False,0.15242852358410172
46.3,100,2667.792377,False,False,0.3223722571968609
17.5,100,2668.62393,False,False,0.2686110493712922
38.9,100,2669.507589,False,False,0.28147504875071433
36.1,100,2670.345481,False,False,0.3796494961306428
47.6,100,2671.199739,False,False,0.2813037999032177
133.127926,100,2672.462103,False,False,1.677362413142883
190.398343,100,2673.344409,False,False,1.42313714153307
177.810405,100,2674.230214,False,False,1.6226038505553775
119.52789,100,2675.134511,False,False,1.6800510815395002
216.697136,100,2675.996477,False,False,1.4920172604873045
42.0,100,2676.868122,False,False,0.19734816818883066
24.7,100,2677.681237,False,False,0.2559134753146526
174.118116,100,2678.565356,False,False,0.46491687089017547
-279.449309,100,2679.40989,False,False,2.8147100752291356
28.9,100,2680.196591,False,False,0.3145610906483328
28.4,100,2681.037258,False,False,0.34484437584359473
26.3,100,2681.874344,False,False,0.2595875132753004
31.308695,100,2682.722009,False,False,2.1897509094494376
43.2,100,2683.547929,False,False,0.3753551192231287
161.465852,100,2684.405593,False,False,1.711428001152236
74.992023,100,2685.290717,False,False,0.34720794499086843
197.833229,100,2686.184553,False,False,0.38406240121768903
-237.0,100,2687.113297,False,False,1.3079138211035295
-99.2,100,2688.001653,False,False,0.8482378989725646
23.3,100,2688.876905,False,False,0.4000817295138807
19.6,100,2690.219311,False,False,0.5083900191041713
-163.3,100,2691.102746,False,False,1.3020326290659539
30.6,100,2691.997056,False,False,0.45129526755647414
43.0,100,2692.873278,False,False,0.26271708880707434
45.3,100,2693.823515,False,False,0.16553239316169913
33.2,100,2694.691365,False,False,0.3925824799527727
42.1,100,2695.545187,False,False,0.14484868063922987
43.7,100,2696.409078,False,False,0.14076753152044336
30.7,100,2697.303471,False,False,0.4561493502401224
36.7,100,2698.148002,False,False,0.317261721216541
31.1,100,2699.128109,False,False,0.29638534673229194
25.3,100,2699.966776,False,False,0.48512985252355895
26.4,100,2700.813758,False,False,0.12434593331127321
35.9,100,2701.638106,False,False,0.16629779419288934
34.3,100,2702.482471,False,False,0.20159250759537906
39.3,100,2703.333098,False,False,0.3088916210837335
45.8,100,2704.194507,False,False,0.2559195278130026
31.4,100,2705.024794,False,False,0.18760049247596236
32.2,100,2705.848141,False,False,0.26248560632709916
145.243163,100,2706.670326,False,False,0.32402888660255935
26.2,100,2707.971879,False,False,0.30632294133767257
35.7,100,2708.82132,False,False,0.2683461580275254
-126.0,100,2709.661182,False,False,1.2247857297712372
37.3,100,2710.504411,False,False,0.29287627467430416
23.2,100,2711.357572,False,False,0.1920011801675671
47.1,100,2712.243902,False,False,0.34074385138756974
28.3,100,2713.064456,False,False,0.27536476029530527
35.9,100,2713.975453,False,False,0.14155777044890577
33.8,100,2714.808955,False,False,0.3082012994697084
25.2,100,2715.811254,False,False,0.3248593447946622
37.4,100,2716.736288,False,False,0.19844102936027286
33.0,100,2717.699098,False,False,0.1671758938361358
31.6,100,2718.696642,False,False,0.32955214260711824
36.7,100,2719.578791,False,False,0.24209902900093724
21.8,100,2720.462474,False,False,0.3043878489598739
38.3,100,2721.328838,False,False,0.15823150967356775
23.5,100,2722.174355,False,False,0.19457487800131473
33.4,100,2723.023922,False,False,0.22877914171416433
52.1,14,2723.150098,True,False,0.097450539760672
31.0,100,2724.011436,False,False,0.2438264369059172
52.5,8,2724.086748,True,False,0.09803933495733956
66.690826,16,2724.230142,True,True,0.09815681864458149
-35.360391,100,2725.097605,False,False,1.544910131989532
60.372577,100,2726.503506,False,False,1.7056537628643664
92.671425,100,2727.41148,False,False,0.7112885272406073
17.8,100,2728.201126,False,False,0.24198309288436073
53.1,8,2728.272396,True,False,0.09881635367499034
23.9,100,2729.102184,False,False,0.13241350030208973
42.9,100,2730.013613,False,False,0.2820258928601358
18.1,100,2730.853711,False,False,0.316409680494842
47.5,100,2731.699293,False,False,0.3075299723681575
22.4,100,2732.57196,False,False,0.20437000337447753
43.6,100,2733.438634,False,False,0.29739387997230216
65.522404,100,2734.318702,False,False,1.5802165174964444
56.7,16,2734.454803,True,False,0.09557903359867652
34.0,100,2735.31931,False,False,0.35947872290539085
87.826368,16,2735.508815,True,True,0.08784202052335992
26.1,100,2736.332426,False,False,0.18613801409599606
-104.41176,100,2737.15729,False,False,2.5704779060205394
35.2,100,2738.030927,False,False,0.2819948280419066
32.1,100,2738.910247,False,False,0.3060390081500758
-44.455264,100,2739.833036,False,False,2.294814010540269
-35.3349,100,2740.698146,False,False,2.2400418576635968
41.4,100,2741.512255,False,False,0.23329712443906941
151.177003,100,2742.337988,False,False,0.1308357011528792
31.0,100,2743.57573,False,False,0.2934657426402234
30.2,100,2744.435746,False,False,0.4060908337100048
-92.1,100,2745.296388,False,False,1.2726062450582398
19.5,100,2746.167793,False,False,0.14126004235273806
20.6,100,2747.159016,False,False,0.11804802860129875
32.1,100,2748.099114,False,False,0.2965071954289482
31.8,100,2748.991586,False,False,0.39519693637770237
39.3,100,2749.885069,False,False,0.3432798931489585
21.2,100,2750.724947,False,False,0.39366485254947076
35.8,100,2751.576648,False,False,0.21854622985239214
24.3,100,2752.459034,False,False,0.22368996315465084
21.3,100,2753.317972,False,False,0.3342228046366055
-166.377059,100,2754.180872,False,False,1.5266146859142442
24.5,100,2755.061265,False,False,0.18021054332785733
36.2,100,2755.961761,False,False,0.2898865670949359
17.1,100,2756.83636,False,False,0.34371533856654324
73.160391,100,2757.711304,False,False,0.3235735776159628
30.3,100,2758.596336,False,False,0.35076593651998356
19.3,100,2759.481088,False,False,0.3054683539543827
106.921997,100,2760.380731,False,False,0.5702249891189307
30.7,100,2761.669006,False,False,0.21322928536940405
23.8,100,2762.524189,False,False,0.20630101054426822
39.3,100,2763.413985,False,False,0.2990108962920714
42.6,100,2764.315352,False,False,0.33223889874748613
36.5,100,2765.223393,False,False,0.17523183300901432
41.3,100,2766.088446,False,False,0.3830779550569314
34.3,100,2766.933267,False,False,0.25265052155279516
110.322154,100,2767.903397,False,False,0.6292976562396408
39.384309,100,2768.786462,False,False,1.9607876265568869
30.3,100,2769.662214,False,False,0.343376322508656
35.7,100,2770.563701,False,False,0.29500532706993887
37.0,100,2771.503238,False,False,0.26952848369445637
-25.8,100,2772.421789,False,False,0.6496101137506849
58.5,19,2772.596182,True,False,0.0998862709604342
-37.8,100,2773.523402,False,False,1.059593554992107
40.0,100,2774.491112,False,False,0.18269245509070053
42.3,100,2775.395379,False,False,0.20493711392808212
40.4,100,2776.283986,False,False,0.2457208184185001
39.7,100,2777.161425,False,False,0.29689965367034715
36.4,100,2778.051815,False,False,0.26147421975022656
34.6,100,2779.018551,False,False,0.346481918978196
44.1,100,2780.48703,False,False,0.35509939000980817
44.3,100,2781.331236,False,False,0.18928551486984246
36.2,100,2782.167525,False,False,0.2564978181455264
43.6,100,2783.026808,False,False,0.2858780379523128
39.4,100,2783.918097,False,False,0.3857037691923811
-257.1,100,2784.792758,False,False,1.6589672281881669
29.7,100,2785.646225,False,False,0.3467584066922697
27.9,100,2786.499087,False,False,0.24670007401036667
42.2,100,2787.461449,False,False,0.2904194634608091
31.9,100,2788.330761,False,False,0.3476797413134376
25.7,100,2789.208398,False,False,0.3547486924480108
39.3,100,2790.094244,False,False,0.39075804971323913
28.7,100,2790.946367,False,False,0.20944973042260587
29.6,100,2791.795348,False,False,0.17819182112963167
31.4,100,2792.641017,False,False,0.37118939100007164
38.2,100,2793.49657,False,False,0.3941795253486737
81.046037,100,2794.392232,False,False,0.30043954099122244
128.300525,71,2795.031282,True,True,0.09439439734644402
35.0,100,2795.907761,False,False,0.28463205223820215
112.125704,100,2796.751924,False,False,0.39872033438979465
32.0,100,2798.03006,False,False,0.16232127472134217
39.6,100,2798.899396,False,False,0.1361193280996399
28.8,100,2799.800749,False,False,0.4189551238393557
36.1,100,2800.695082,False,False,0.19248848785034212
32.7,100,2801.553456,False,False,0.1860998311355485
25.8,100,2802.422437,False,False,0.13250445097937782
32.9,100,2803.285601,False,False,0.19625038869975295
38.7,100,2804.139,False,False,0.14268022650438575
42.5,100,2805.037057,False,False,0.22843707724701717
34.3,100,2805.927693,False,False,0.28289185400699224
27.1,100,2806.794233,False,False,0.23821594249893402
32.3,100,2807.656738,False,False,0.2111672800598947
36.4,100,2808.586037,False,False,0.22542841346510484
31.2,100,2809.428157,False,False,0.1208987553949874
31.8,100,2810.283994,False,False,0.6282175454182028
41.3,100,2811.181136,False,False,0.3052303808218759
33.5,100,2812.06756,False,False,0.24791498716922458
30.7,100,2812.925916,False,False,0.25651903435665463
41.0,100,2813.837656,False,False,0.24846750420248986
58.580841,100,2814.686701,False,False,0.26312374693581553
27.2,100,2815.970491,False,False,0.25542675602192066
-169.0,100,2816.834237,False,False,1.5887476316891755
27.7,100,2817.7296,False,False,0.3211985871094228
27.7,100,2818.573349,False,False,0.425599780919198
-122.3,100,2819.423733,False,False,1.1914537376991807
-83.606858,100,2820.323763,False,False,2.492339233472998
38.3,100,2821.221616,False,False,0.5541744660376849
-129.029201,100,2822.081878,False,False,2.1413338891980946
-93.5,100,2822.957422,False,False,1.1786805664086764
34.8,100,2823.809059,False,False,0.2179307148781838
30.8,100,2824.67194,False,False,0.3209270204302365
158.547303,100,2825.563887,False,False,0.43131367769603685
126.014923,100,2826.426147,False,False,0.3601266671927388
76.026206,100,2827.286095,False,False,0.20363974127976883
100.819926,100,2828.138109,False,False,0.23138111792923247
54.6,15,2828.26168,True,False,0.08997482717434245
145.655813,100,2829.204082,False,False,0.2642673737405114
42.0,100,2830.109146,False,False,0.1206351973331243
23.3,100,2830.995579,False,False,0.162710228324641
107.457275,100,2831.861469,False,False,0.2911462215375456
38.9,100,2832.745697,False,False,0.31985244664408363
148.223512,100,2834.068632,False,False,0.5042280515709343
-164.023287,100,2834.9452,False,False,1.7599759283464491
48.922275,100,2836.099365,False,False,1.4854282390730038
144.757343,100,2837.052676,False,False,0.47598906318935674
-43.2,100,2838.003051,False,False,1.0667814228406838
145.841102,100,2838.947443,False,False,0.2505843834336889
-19.4,100,2839.822068,False,False,1.0718070983763093
32.7,100,2840.750943,False,False,0.27131038332642654
66.967987,100,2841.641113,False,False,0.2515061305062267
46.6,100,2842.556753,False,False,0.13896611153101532
31.1,100,2843.393,False,False,0.3690468565961879
154.599701,100,2844.24166,False,False,0.29055654386825697
34.4,100,2845.161642,False,False,0.2599492283623375
41.1,100,2846.14969,False,False,0.1828541658287262
-188.0,100,2847.150488,False,False,1.4548865245100966
27.3,100,2848.111367,False,False,0.4157273094161246
46.3,100,2849.008149,False,False,0.39137449414147024
171.898337,100,2850.009577,False,False,0.40092096375042646
43.1,100,2850.991248,False,False,0.169944795784477
45.1,100,2851.953874,False,False,0.12699979356683233
32.5,100,2853.304247,False,False,0.275215326144896
29.8,100,2854.204222,False,False,0.34505995175462884
43.9,100,2855.111826,False,False,0.13838466536693456
-185.8,100,2855.994038,False,False,1.4168489296278124
37.2,100,2856.882961,False,False,0.35152223914242553
32.4,100,2857.831135,False,False,0.2795285217530029
35.7,100,2858.797039,False,False,0.24888891271310926
32.4,100,2859.735651,False,False,0.2036737865308481
36.7,100,2860.676293,False,False,0.35864932412421635
35.9,100,2861.608845,False,False,0.19940262812893034
34.5,100,2862.538181,False,False,0.19269799554384773
29.6,100,2863.469217,False,False,0.5476171778178027
-119.2,100,2864.371991,False,False,1.225292903914436
36.5,100,2865.313619,False,False,0.23739734679481508
39.3,100,2866.364987,False,False,0.14723857085231332
36.0,100,2867.30865,False,False,0.11840084170728082
35.3,100,2868.251287,False,False,0.2790189643898258
46.9,100,2869.209764,False,False,0.3241160823671891
34.29051,100,2870.141141,False,False,0.1879515854376005
47.8,100,2871.036892,False,False,0.18838289447253698
-50.011798,100,2872.380926,False,False,2.1612262496536436
37.4,100,2873.270678,False,False,0.21740872877128267
48.3,100,2874.133927,False,False,0.154905098897556
27.5,100,2874.961243,False,False,0.45299398901244414
37.6,100,2875.811511,False,False,0.33072928130296314
48.0,100,2876.68987,False,False,0.3317571878586724
-216.9,100,2877.53683,False,False,1.3659734863354753
47.0,100,2878.372808,False,False,0.17326632334139822
42.9,100,2879.245084,False,False,0.27195819361820917
40.6,100,2880.111277,False,False,0.15501638422828498
27.8,100,2880.967536,False,False,0.26647455166145595
32.9,100,2881.896412,False,False,0.26042075605341414
43.9,100,2882.745621,False,False,0.17385777073731815
47.6,100,2883.611249,False,False,0.156618110653949
44.2,100,2884.456802,False,False,0.2841620107080618
38.1,100,2885.33207,False,False,0.3751242944532314
36.9,100,2886.180917,False,False,0.13599842384109592
44.4,100,2887.072059,False,False,0.1756133377209681
38.7,100,2887.930709,False,False,0.14659043002479777
40.5,100,2888.784813,False,False,0.14581460299336393
