#{"t_start": 1770597841.356516, "env_id": "AdroitHandRelocate-v1"}
r,l,t,success,lifted,dist_to_target
-0.4,100,1589.88397,False,False,0.6388443928141634
30.6,100,1590.793549,False,False,0.5606156283258471
36.1,100,1591.662783,False,False,0.3470213974675462
-268.1,100,1592.592125,False,False,1.7316545848292744
51.373478,100,1593.497108,False,False,3.126660206760181
27.1,100,1594.413893,False,False,0.39902227896140163
330.506418,100,1595.277156,False,False,0.25108069692109897
44.7,100,1596.113178,False,False,0.20795181940904228
38.1,100,1596.949279,False,False,0.27023724927196674
131.166274,100,1597.829231,False,False,0.45959830802538026
353.455898,100,1598.674423,False,False,0.36733156833611935
71.030088,100,1599.550793,False,False,2.7391832581589433
-234.8,100,1600.40107,False,False,2.083557640379773
33.6,100,1601.265056,False,False,0.35565718676409697
21.2,100,1602.497162,False,False,0.5582608057902766
26.9,100,1603.297647,False,False,0.42421570878198134
327.47736,100,1604.098902,False,False,0.4547543697865932
-211.060061,100,1604.925019,False,False,1.8619096512913187
31.2,100,1605.794741,False,False,0.4507239903929347
35.2,100,1606.602305,False,False,0.2634650147358635
34.4,100,1607.385581,False,False,0.28258503263333196
40.9,100,1608.286233,False,False,0.3906346380307024
156.41886,100,1609.142005,False,False,0.36166324367022895
-81.238107,100,1610.008465,False,False,1.588480486151538
166.456129,100,1610.891236,False,False,3.4747470238222347
38.4,100,1611.762913,False,False,0.4539198500589652
149.31589,100,1612.611495,False,False,3.1316464716501993
38.2,100,1613.462696,False,False,0.1393348343468374
33.2,100,1614.317469,False,False,0.2800178578599524
36.7,100,1615.162908,False,False,0.16262269500194904
54.9,18,1615.320992,True,False,0.09765650811456175
16.4,100,1616.163485,False,False,0.5356268985686541
47.8,100,1617.023495,False,False,0.26506673769325495
54.135906,100,1617.896128,False,False,0.3943359516323157
48.0,100,1618.762732,False,False,0.22411883323355744
44.457117,100,1619.996846,False,False,0.2670203964573239
42.7,100,1620.847976,False,False,0.1212730196595342
30.5,100,1621.682458,False,False,0.19732175377012226
45.5,100,1622.556017,False,False,0.1426586445372985
35.5,100,1623.411464,False,False,0.162878539476648
33.0,100,1624.213392,False,False,0.2970814414122819
29.1,100,1624.997462,False,False,0.14394907213661248
27.1,100,1625.75459,False,False,0.34243825138633716
14.5,100,1626.596951,False,False,0.41436787372637424
29.9,100,1627.378463,False,False,0.325364354533666
41.7,100,1628.160043,False,False,0.1262067246784613
19.5,100,1628.997308,False,False,0.45133419622817483
32.6,100,1629.769113,False,False,0.5440753762803544
-204.595874,100,1630.53582,False,False,1.7259447312861067
33.4,100,1631.300621,False,False,0.2832428640752348
36.5,100,1632.07041,False,False,0.3607943249177432
24.3,100,1632.83954,False,False,0.6389464223059995
24.3,100,1633.686228,False,False,0.3439273900556231
-280.8,100,1634.462939,False,False,1.695478747993972
12.464395,100,1635.224552,False,False,2.6662500914121754
-97.0,100,1636.75199,False,False,0.8661279235093391
-264.6,100,1637.882601,False,False,1.5835144309535703
30.4,100,1639.314964,False,False,0.4564752339891345
38.6,100,1640.225865,False,False,0.4695676057847553
-119.9,100,1641.187611,False,False,1.0031357723218268
-322.3,100,1642.074134,False,False,2.6070269300905426
27.3,100,1642.962509,False,False,0.4838389576791925
26.5,100,1643.844373,False,False,0.572277276292848
-220.420249,100,1644.812897,False,False,1.93197310031806
33.0,100,1645.706445,False,False,0.5300513705934282
33.1,100,1646.730107,False,False,0.42983979716145565
-187.4,100,1647.612744,False,False,1.9315324119818726
38.7,100,1648.474924,False,False,0.5481009156097264
90.20179,100,1649.432412,False,False,0.5133182637735316
-273.569978,100,1650.40268,False,False,1.5192446011880771
-113.017093,100,1651.389688,False,False,1.8837619515054391
66.536624,100,1652.305696,False,False,3.219981978559462
-19.488549,100,1653.186059,False,False,3.1827643638062133
-179.8,100,1654.090628,False,False,2.014141757068537
-4.794204,100,1654.921845,False,False,2.6124434287597844
-92.944725,100,1656.190662,False,False,3.0411405908013793
29.9,100,1657.034745,False,False,0.5074464209614655
-215.9,100,1657.869342,False,False,2.3595514349925293
25.2,100,1658.695249,False,False,0.5043137177425221
28.7,100,1659.583761,False,False,0.41378833066056747
-129.4,100,1660.461361,False,False,1.0588868852985611
30.4,100,1661.418999,False,False,0.47371420508879947
39.711517,100,1662.320862,False,False,0.4384382600480132
-173.7,100,1663.24421,False,False,2.0573907768647923
-242.2,100,1664.173205,False,False,2.827134449794611
-234.027089,100,1665.093791,False,False,2.0721088886696135
-92.538875,100,1666.12532,False,False,2.4801523371523557
-221.6,100,1667.085196,False,False,1.581106035093761
-32.963796,100,1667.960228,False,False,2.753553437852945
40.7,100,1668.89677,False,False,0.3919138128595799
42.907551,100,1669.812747,False,False,2.816109847920421
-70.816118,100,1670.731982,False,False,3.577857992655602
-116.241432,100,1671.676547,False,False,3.1844077238638877
32.7,100,1672.588156,False,False,0.1540843229856942
31.0,100,1673.478546,False,False,0.16573987169965004
89.914569,100,1674.700736,False,False,0.58205474827172
28.9,100,1675.59782,False,False,0.18566450801083648
33.0,100,1676.480439,False,False,0.24079859413714685
36.5,100,1677.328568,False,False,0.30603259409175204
29.8,100,1678.173059,False,False,0.21120462259796138
-10.7,100,1679.068855,False,False,0.8450148125428808
35.7,100,1679.962691,False,False,0.19055774169781411
36.2,100,1680.828571,False,False,0.4047315497341619
-40.9,100,1681.682361,False,False,0.7042141806986896
37.9,100,1682.568793,False,False,0.29932620069195537
32.5,100,1683.401662,False,False,0.20001127241734978
42.5,100,1684.233361,False,False,0.22819588037775648
36.2,100,1685.131403,False,False,0.33661830752334637
-119.6,100,1685.972927,False,False,1.0994933630100745
35.1,100,1686.848151,False,False,0.5264687957768412
45.0,100,1687.728129,False,False,0.3796427496492357
35.7,100,1688.586978,False,False,0.43529869730005044
40.1,100,1689.442176,False,False,0.13314606727085082
29.4,100,1690.354428,False,False,0.17892449986227693
36.6,100,1691.216929,False,False,0.34677881904739727
30.6,100,1692.566032,False,False,0.3837903498534574
-92.4,100,1693.493901,False,False,1.7538196796142616
40.1,100,1694.382376,False,False,0.19690234796122263
23.9,100,1695.277094,False,False,0.2859281272770949
27.5,100,1696.193132,False,False,0.49262323333692287
-24.0,100,1697.068754,False,False,0.9043080093374095
24.3,100,1697.945781,False,False,0.36049831296273993
64.4,48,1698.351275,True,False,0.09538280288676318
37.4,100,1699.207381,False,False,0.33048606426170307
34.7,100,1700.067164,False,False,0.32333865324107086
39.5,100,1700.982221,False,False,0.35374270400974045
46.0,100,1701.832315,False,False,0.2729849164421516
36.9,100,1702.682832,False,False,0.2674235818562949
40.2,100,1703.556564,False,False,0.389297031908599
46.1,100,1704.488579,False,False,0.1848862581894315
30.3,100,1705.38164,False,False,0.33033298287942564
113.05675,100,1706.365616,False,False,1.8554635152734678
30.0,100,1707.209563,False,False,0.4518013498598196
33.0,100,1708.082299,False,False,0.2823642328647991
-130.7146,100,1708.927541,False,False,2.2252403311479734
34.4,100,1710.437047,False,False,0.43680360533650925
24.5,100,1711.303421,False,False,0.36672199439570935
34.5,100,1712.156242,False,False,0.26564387554205515
-62.8,100,1713.082353,False,False,1.1836152224028322
32.2,100,1713.972998,False,False,0.47734806623296483
25.1,100,1714.815212,False,False,0.349023201691956
19.8,100,1715.712881,False,False,0.32709357500384717
20.6,100,1716.616512,False,False,0.49760698441452883
55.352803,100,1717.510688,False,False,0.46493703613982773
22.8,100,1718.489975,False,False,0.3902254328574806
20.6,100,1719.374418,False,False,0.18409197782714554
76.927738,100,1720.247406,False,False,0.3292280913451143
28.8,100,1721.199825,False,False,0.39951159466918357
25.1,100,1722.083091,False,False,0.21158033149011304
-91.8,100,1722.979829,False,False,1.1072273405812476
29.5,100,1723.889294,False,False,0.1670840048285877
31.3,100,1724.85863,False,False,0.26042517255084713
34.2,100,1725.78367,False,False,0.524059452125808
-232.7,100,1726.689383,False,False,1.388701100837732
-177.6,100,1727.584067,False,False,1.284148541838086
29.6,100,1728.887553,False,False,0.534949795733095
-262.0,100,1729.734621,False,False,1.3880878590915413
28.4,100,1730.598429,False,False,0.1463438605296187
-14.967536,100,1731.473392,False,False,1.8937832106896249
-215.7,100,1732.391583,False,False,1.7026454742496255
24.6,100,1733.235847,False,False,0.1917443687964181
29.6,100,1734.194083,False,False,0.48092770824038833
27.4,100,1735.021252,False,False,0.3849344436908541
-149.6,100,1735.864864,False,False,1.1363334393112494
-278.4,100,1736.741254,False,False,2.255540860768015
-51.2,100,1737.593726,False,False,1.132264014239972
31.5,100,1738.443013,False,False,0.2804100935390319
28.7,100,1739.29895,False,False,0.22817659899780535
33.4,100,1740.173119,False,False,0.5524281612653797
34.5,100,1741.023308,False,False,0.4262584699911906
44.5,100,1741.920483,False,False,0.471069177892947
32.0,100,1742.769003,False,False,0.45636737128202104
-49.413073,100,1743.612832,False,False,1.2358543517061744
40.5,100,1744.481636,False,False,0.4731002725848239
-148.4,100,1745.336447,False,False,1.37338408362753
-61.7,100,1746.573903,False,False,0.982681640596612
-68.106969,100,1747.44801,False,False,1.5431153785957405
39.8,100,1748.304374,False,False,0.2735732732514603
36.9,100,1749.162571,False,False,0.23789998139096494
36.6,100,1750.014101,False,False,0.28859791292169434
33.3,100,1750.942536,False,False,0.30421645655373036
27.1,100,1751.804998,False,False,0.38444254116117993
28.7,100,1752.683077,False,False,0.13856391694659925
45.0,100,1753.573066,False,False,0.3847955215969538
36.6,100,1754.420644,False,False,0.41449909481627906
40.5,100,1755.270778,False,False,0.2866817030566213
28.8,100,1756.11096,False,False,0.4039440131710115
41.4,100,1756.986754,False,False,0.4163624232807847
34.9,100,1757.839782,False,False,0.39402314507497543
-92.533339,100,1758.684259,False,False,1.7243286336231443
36.2,100,1759.53674,False,False,0.44977564396827546
37.3,100,1760.408491,False,False,0.41107609815004437
-126.1,100,1761.310692,False,False,1.0948051145647801
39.5,100,1762.171548,False,False,0.5697492932533932
31.0,100,1763.014202,False,False,0.3879871065856648
29.6,100,1764.248539,False,False,0.3316068884545385
35.1,100,1765.123696,False,False,0.37123309665149
-77.4,100,1766.015589,False,False,1.1161676382332164
35.7,100,1766.863092,False,False,0.4342690443507296
55.5,18,1767.034905,True,False,0.09930568752378444
-54.9,100,1767.916037,False,False,1.7073051901292318
29.7,100,1768.796729,False,False,0.32526708722866216
30.6,100,1769.632268,False,False,0.4187623834252828
40.5,100,1770.526323,False,False,0.28913633841191005
36.1,100,1771.395144,False,False,0.31987001389338987
35.1,100,1772.306717,False,False,0.4639605186924487
36.1,100,1773.157226,False,False,0.19050629602211894
36.8,100,1773.997709,False,False,0.19110869228692157
41.8,100,1774.860758,False,False,0.22589706354295208
32.5,100,1775.698742,False,False,0.210647871830401
36.5,100,1776.539816,False,False,0.26805995036587843
32.2,100,1777.385976,False,False,0.17045544062369308
28.0,100,1778.206023,False,False,0.2153379587213134
37.6,100,1779.034491,False,False,0.20515495201405312
37.8,100,1779.934022,False,False,0.3445067967972066
-93.9,100,1780.788764,False,False,2.2625376350223108
33.7,100,1782.053825,False,False,0.3624312181266217
39.2,100,1782.94645,False,False,0.14207484502565831
21.9,100,1783.82123,False,False,0.6307649768326365
-43.6,100,1784.701251,False,False,1.6141376998829502
-1.9,100,1785.541784,False,False,0.9888252245046617
35.6,100,1786.382138,False,False,0.3090913371229968
29.7,100,1787.246309,False,False,0.232920998109595
-89.2,100,1788.12667,False,False,0.9058517752310987
33.0,100,1788.999407,False,False,0.354075245644036
39.4,100,1789.862624,False,False,0.16154631671886097
61.216441,15,1789.988322,True,True,0.09671174040621006
27.2,100,1790.878917,False,False,0.29816308069715375
71.09596,100,1791.744907,False,False,0.5660049145192785
40.8,100,1792.604419,False,False,0.3753156115176471
72.1,59,1793.172976,True,False,0.09949115022985204
30.7,100,1794.062629,False,False,0.4927023258954265
41.8,100,1794.966818,False,False,0.48823887802783694
43.5,100,1795.848624,False,False,0.2043858546829952
40.4,100,1796.784063,False,False,0.21256646440607527
39.8,100,1797.673122,False,False,0.21869194641588763
40.4,100,1798.602956,False,False,0.2567059317878848
33.4,100,1799.952298,False,False,0.36818896933241163
-20.8,100,1800.820458,False,False,1.0261694720348817
39.1,100,1801.700116,False,False,0.21901750390335378
-93.4,100,1802.640029,False,False,1.4367421003711998
35.8,100,1803.600847,False,False,0.5078159406362992
-138.4,100,1804.480261,False,False,1.6520129788027202
38.0,100,1805.33584,False,False,0.2896647229403069
-45.844693,100,1806.186201,False,False,1.1091240832261127
170.188641,100,1807.028162,False,False,1.9879359381035528
240.996846,100,1807.908945,False,False,1.3628150126220642
36.3,100,1808.81973,False,False,0.2045770640408129
355.987001,100,1809.68929,False,False,0.3724973079892553
30.0,100,1810.577242,False,False,0.18910466468742107
213.581403,100,1811.417408,False,False,1.4281470559286933
27.8,100,1812.277159,False,False,0.35352298466113136
42.6,100,1813.157914,False,False,0.37896412690615894
46.6,100,1814.083682,False,False,0.190172689554852
139.708157,100,1814.975695,False,False,0.1682713350352329
42.7,100,1816.103529,False,False,0.18560890720073422
29.6,100,1817.082067,False,False,0.1833238217942975
249.811479,100,1818.511361,False,False,0.5182299719795619
27.3,100,1819.525483,False,False,0.3000616240468864
46.6,100,1820.527059,False,False,0.17451435422968065
44.6,100,1821.570729,False,False,0.1790282809208873
46.7,100,1822.576568,False,False,0.17168687050338652
35.1,100,1823.4593,False,False,0.21507568715660205
376.097962,69,1824.080736,True,True,0.0934733459671637
47.2,100,1824.961002,False,False,0.17303116089736104
33.2,100,1825.814993,False,False,0.1444839719215502
38.9,100,1826.722938,False,False,0.23818341436653387
80.384392,100,1827.615934,False,False,0.2516803096861879
45.5,100,1828.474905,False,False,0.14928191176478717
45.9,100,1829.404464,False,False,0.15391679837411731
123.991942,100,1830.289275,False,False,0.28614416972247636
26.3,100,1831.14758,False,False,0.13504619763435674
38.7,100,1832.004723,False,False,0.21506226820211685
44.145014,100,1832.881538,False,False,0.7194971193857127
18.1,100,1833.718466,False,False,0.5402508445002173
45.9,100,1834.588782,False,False,0.14734774463807687
40.8,100,1835.462378,False,False,0.3173864048260004
35.8,100,1836.320419,False,False,0.20128942717254394
39.9,100,1837.787158,False,False,0.4071800149259345
32.6,100,1838.666503,False,False,0.19747978575066163
34.8,100,1839.535463,False,False,0.16482105163105829
33.3,100,1840.315843,False,False,0.3236694817521515
36.2,100,1841.130196,False,False,0.19216184746983261
37.0,100,1841.934284,False,False,0.28381364132233017
42.1,100,1842.780521,False,False,0.14167982789532052
47.6,100,1843.573132,False,False,0.1389319373998585
30.6,100,1844.368516,False,False,0.2736298002429496
30.7,100,1845.184383,False,False,0.38206951146265994
45.3,100,1845.983199,False,False,0.15906923800551395
25.3,100,1846.796475,False,False,0.19004353701379778
30.4,100,1847.573214,False,False,0.1773714932422396
32.4,100,1848.399339,False,False,0.1124319541601397
30.2,100,1849.199207,False,False,0.14891479463085525
25.2,100,1850.036993,False,False,0.2965165554174943
119.502869,28,1850.250827,True,True,0.09071071543830059
47.5,100,1851.035895,False,False,0.12939278805338175
42.0,100,1851.791239,False,False,0.1488804779992127
29.4,100,1852.567241,False,False,0.26935429398506816
35.4,100,1853.76116,False,False,0.3121881254618929
28.7,100,1854.583849,False,False,0.28963505713527743
32.7,100,1855.44657,False,False,0.31643932162496985
34.1,100,1856.286562,False,False,0.4004940067580832
41.9,100,1857.122704,False,False,0.25361400599972006
24.5,100,1857.962399,False,False,0.16077305354194832
37.8,100,1858.791241,False,False,0.24791909358417474
45.3,100,1859.632104,False,False,0.17149284007754878
39.5,100,1860.510102,False,False,0.28157464686294964
46.8,100,1861.362543,False,False,0.15925304418883798
47.8,100,1862.190954,False,False,0.13486758259134876
158.204317,100,1863.022827,False,False,1.4347216805088254
105.398663,100,1863.888178,False,False,0.1296510770060387
57.878467,100,1864.647197,False,False,0.29651487850240144
38.8,100,1865.431763,False,False,0.2271047542643405
36.5,100,1866.211225,False,False,0.22181830696481958
161.677845,30,1866.440411,True,True,0.09505215328205689
36.3,100,1867.232222,False,False,0.2610670524437177
46.8,100,1867.991168,False,False,0.29786493836332895
47.4,100,1868.747297,False,False,0.21220994363085607
47.7,100,1869.5496,False,False,0.23710277016665804
47.7,100,1870.718791,False,False,0.232578738097582
-125.2,100,1871.499694,False,False,1.8003253232989638
45.9,100,1872.287609,False,False,0.1827575032510891
44.8,100,1873.072919,False,False,0.25372773964940387
43.3,100,1873.850212,False,False,0.2554536600818862
45.2,100,1874.735557,False,False,0.1744699687435942
27.330736,100,1875.572993,False,False,1.4441170166457786
41.4,100,1876.362458,False,False,0.3218905916630705
43.2,100,1877.15265,False,False,0.12775712748041468
43.5,100,1877.972154,False,False,0.1367307086332251
41.8,100,1878.776156,False,False,0.15752996346518436
191.850611,36,1879.058589,True,True,0.09635441813487018
46.2,100,1879.857609,False,False,0.18343019618145642
46.0,100,1880.662545,False,False,0.20542660772511734
46.8,100,1881.446429,False,False,0.17481805014164237
45.5,100,1882.207282,False,False,0.1425619710950925
198.048585,100,1882.982274,False,False,0.22529235322598992
46.3,100,1883.746129,False,False,0.15283517963381002
46.6,100,1884.584871,False,False,0.13533212710281067
23.9,100,1885.42557,False,False,0.2610438359724567
-45.3798,100,1886.248303,False,False,2.0075302752797413
48.1,100,1887.543759,False,False,0.17343144515584202
-47.331498,100,1888.452388,False,False,2.4181650463951994
-43.864798,100,1889.312992,False,False,1.792871122340541
-113.10002,100,1890.200378,False,False,2.1276627747046764
109.732605,100,1891.098437,False,False,1.791198454087815
48.3,100,1891.98565,False,False,0.19280551995262962
364.119671,100,1892.95092,False,False,0.4449071437477821
248.423671,100,1893.911125,False,False,0.6112653731174996
80.012056,100,1894.82548,False,False,2.1635143139018194
318.863299,100,1895.752779,False,False,0.35203698518217197
48.1,100,1896.617105,False,False,0.1330657477980197
23.5,100,1897.459096,False,False,0.17123205389617818
57.683452,100,1898.312842,False,False,2.113909160880378
61.801357,100,1899.181887,False,False,1.6025089150845255
53.2,10,1899.268336,True,False,0.09876408831592391
87.084919,16,1899.396718,True,True,0.08854257606552289
-182.400946,100,1900.229103,False,False,1.280539768341021
28.4,100,1901.059997,False,False,0.31035685519649764
25.5,100,1901.88031,False,False,0.3047758295031364
54.1,12,1901.972953,True,False,0.09959590361023578
168.184727,100,1902.89113,False,False,1.7144374840647598
-235.725054,100,1903.919947,False,False,1.2440741498953456
357.869945,100,1905.28575,False,False,0.29031549602284956
60.508722,13,1905.421937,True,True,0.09825562110458652
60.944954,14,1905.558627,True,True,0.09100915737729978
30.7,100,1906.514551,False,False,0.3039998797646356
-177.88311,100,1907.488497,False,False,1.6810089827868497
187.080636,100,1908.411477,False,False,1.5359109123134276
28.9,100,1909.390989,False,False,0.3681005811942967
261.509749,100,1910.334047,False,False,0.43200958824055097
295.933367,100,1911.237245,False,False,0.2659026553063591
23.0,100,1912.142837,False,False,0.35833674219510236
-118.4,100,1912.97282,False,False,0.7550837470544269
-96.8,100,1913.847374,False,False,0.7097130977840217
173.577669,100,1914.628677,False,False,0.3583905911200444
24.3,100,1915.399789,False,False,0.2924911665351151
51.8,12,1915.484379,True,False,0.08873667356210607
51.9,9,1915.553554,True,False,0.09955898128063695
28.7,100,1916.348763,False,False,0.2078860009323856
27.0,100,1917.130573,False,False,0.1692575351443793
44.834661,100,1917.90373,False,False,0.11485494922129655
56.561863,100,1918.674152,False,False,0.14057185426830326
-186.620409,100,1919.432221,False,False,1.2677566975328425
26.5,100,1920.239085,False,False,0.35137865773714677
-271.7,100,1921.002235,False,False,1.2747830409435434
43.5,100,1921.799534,False,False,0.21618732080119168
45.5,100,1922.979017,False,False,0.3467668059659924
35.5,100,1923.833027,False,False,0.28794585089719843
24.8,100,1924.635618,False,False,0.2785173462997463
35.4,100,1925.432198,False,False,0.14218716035623585
47.6,100,1926.197313,False,False,0.37169755614440747
47.5,100,1927.004843,False,False,0.22535442279283424
37.1,100,1927.78049,False,False,0.17419083042087366
38.5,100,1928.573219,False,False,0.24080024564564786
31.2,100,1929.324394,False,False,0.20465325925386096
28.8,100,1930.091266,False,False,0.26158911186415196
31.9,100,1930.868554,False,False,0.21396577247842674
30.9,100,1931.681704,False,False,0.28985722439563444
220.206357,100,1932.454724,False,False,0.3348863469872303
48.6,100,1933.224934,False,False,0.1808847458712267
54.2,14,1933.348062,True,False,0.09308832503029808
34.1,100,1934.13269,False,False,0.22422961616631903
20.2,100,1934.910698,False,False,0.43166071048661286
33.2,100,1935.821974,False,False,0.24182144367527178
4.376486,100,1936.636371,False,False,3.183780947763196
25.6,100,1937.483912,False,False,0.29384675680806915
54.1,12,1937.582064,True,False,0.0983869851657094
29.0,100,1938.448462,False,False,0.40716923462080473
31.9,100,1939.654233,False,False,0.18348201570141076
61.355106,14,1939.768697,True,True,0.08897886267775129
199.618065,100,1940.676153,False,False,0.3050859366768022
28.0,100,1941.497826,False,False,0.3303211432983485
28.4,100,1942.287964,False,False,0.3000600207410915
21.8,100,1943.068637,False,False,0.3570005953944213
125.97937,100,1943.850573,False,False,0.1940799612153601
47.2,100,1944.682214,False,False,0.2757560557065574
31.9,100,1945.496376,False,False,0.255504736691727
32.3,100,1946.315731,False,False,0.22253237750776325
36.3,100,1947.127042,False,False,0.20792643854479395
27.0,100,1947.918442,False,False,0.2293502200080982
18.9,100,1948.743775,False,False,0.2878847971513467
23.2,100,1949.606414,False,False,0.3531676161644042
28.1,100,1950.44078,False,False,0.11744041956588781
30.0,100,1951.305737,False,False,0.24840518999537137
48.4,100,1952.205844,False,False,0.18099067765573362
27.5,100,1953.056195,False,False,0.20422591590198713
73.142227,17,1953.207003,True,True,0.09252951824552125
34.6,100,1954.072261,False,False,0.1251746110371656
34.7,100,1954.909676,False,False,0.2597794482463334
28.9,100,1956.375027,False,False,0.1293786683734877
34.4,100,1957.259352,False,False,0.12408934967333193
27.4,100,1958.146497,False,False,0.3579790389850771
-174.0,100,1959.033242,False,False,1.2755254012103296
51.8,8,1959.103718,True,False,0.09026408082938872
-189.4,100,1960.08766,False,False,1.2465591870434296
27.5,100,1960.980513,False,False,0.17084423534126933
23.8,100,1961.819277,False,False,0.29935944231427386
32.6,100,1962.738102,False,False,0.16175206300999423
30.7,100,1963.607052,False,False,0.18496910819419438
25.9,100,1964.488868,False,False,0.3005644563733365
-339.2,100,1965.423752,False,False,1.6615057765515173
-119.654203,100,1966.358984,False,False,1.295086254566816
-222.541116,100,1967.304796,False,False,1.652151075541723
-168.069787,100,1968.191109,False,False,1.3530414560344914
26.8,100,1969.134398,False,False,0.32332492852487854
-125.595958,100,1970.067907,False,False,1.2843542394697396
25.0,100,1971.046375,False,False,0.13036160097045268
-97.761963,100,1971.995189,False,False,0.8836467798723183
36.3,100,1972.861282,False,False,0.1964146434032085
58.329731,12,1972.96664,True,True,0.09405381545307927
51.7,9,1973.046356,True,False,0.09276971471773465
31.4,100,1973.944411,False,False,0.3327911308637344
50.595114,100,1975.232512,False,False,0.3189848825995672
29.7,100,1976.097059,False,False,0.40480642726967603
51.9,9,1976.183764,True,False,0.09556624358692409
-136.3,100,1977.082803,False,False,0.880468802926431
36.1,100,1978.001402,False,False,0.12072916073080242
38.5,100,1978.879719,False,False,0.32447369345106414
38.1,100,1979.712338,False,False,0.25403771861444585
29.6,100,1980.569493,False,False,0.1575586010703037
31.7,100,1981.432928,False,False,0.33457164941724404
-331.7,100,1982.299305,False,False,1.5203988351708813
35.8,100,1983.179629,False,False,0.3196258947839366
35.8,100,1984.040167,False,False,0.20147394787938316
44.8,100,1984.926781,False,False,0.26414237422036496
53.0,9,1984.997205,True,False,0.09623692627617114
30.0,100,1986.012195,False,False,0.2118981014307659
28.3,100,1986.836345,False,False,0.17599056133870283
35.3,100,1987.661363,False,False,0.10780345039478081
-121.78265,100,1988.498116,False,False,1.142027543384664
-73.6,100,1989.315703,False,False,0.601150034850655
30.7,100,1990.13755,False,False,0.20488336657352327
36.8,100,1990.952116,False,False,0.1898307168692516
134.452843,23,1991.15765,True,True,0.08797113591978714
29.0,100,1991.986365,False,False,0.22380153549332035
52.1,7,1992.038848,True,False,0.09979235269599206
31.3,100,1993.298696,False,False,0.10984905629325059
86.039041,16,1993.439895,True,True,0.09933006440053808
-82.9,100,1994.283746,False,False,0.6274012445357164
-313.3,100,1995.102179,False,False,1.3546108706383202
33.9,100,1996.176022,False,False,0.3086781571357969
116.517578,20,1996.375032,True,True,0.08390172558568909
52.8,12,1996.481978,True,False,0.09970285358022464
34.5,100,1997.337804,False,False,0.15285686035135634
7.450624,100,1998.196799,False,False,1.1154308878247179
33.8,100,1999.248189,False,False,0.2781449262131742
115.215405,22,1999.45453,True,True,0.08878170779159046
48.4,100,2000.439886,False,False,0.1956177502050501
35.8,100,2001.330337,False,False,0.274662893604535
43.3,100,2002.210085,False,False,0.3853210757927775
35.7,100,2003.007601,False,False,0.15426512142142
30.3,100,2003.853965,False,False,0.4084569383666476
26.2,100,2004.700415,False,False,0.34327629443652624
31.4,100,2005.536188,False,False,0.13016676156312942
36.7,100,2006.389512,False,False,0.21802588482352628
48.3,100,2007.262706,False,False,0.2842726689841362
33.8,100,2008.096319,False,False,0.31433127792659055
48.5,100,2008.984006,False,False,0.14919738230541002
48.4,100,2009.882168,False,False,0.15366882895497314
47.1,100,2011.142265,False,False,0.34626942756928525
47.6,100,2012.004031,False,False,0.35299529441966243
54.0,11,2012.102278,True,False,0.09552782757253382
48.0,100,2012.981537,False,False,0.3079925102257687
33.1,100,2013.849943,False,False,0.18726479495782353
34.1,100,2014.694888,False,False,0.1925366182124506
52.2,10,2014.781795,True,False,0.09067232856307927
40.6,100,2015.607002,False,False,0.17383036081420705
47.6,100,2016.468724,False,False,0.21932384083055892
42.9,100,2017.36914,False,False,0.3016253211117045
41.2,100,2018.228057,False,False,0.3132665310734208
48.0,100,2019.116467,False,False,0.12286688406341828
48.7,100,2019.941408,False,False,0.40230195365277427
48.6,100,2020.766726,False,False,0.3663710022422504
41.4,100,2021.634709,False,False,0.14647336264596467
35.5,100,2022.490551,False,False,0.14886668718911353
46.0,100,2023.325949,False,False,0.300437581901487
48.9,100,2024.183875,False,False,0.2988040368925395
42.6,100,2025.035765,False,False,0.15166748931491209
13.3,100,2025.900165,False,False,0.6919171060879353
47.3,100,2026.81225,False,False,0.2739445050848526
42.2,100,2027.658679,False,False,0.1657482450710654
48.5,100,2028.968605,False,False,0.14391699401055488
48.6,100,2029.868553,False,False,0.12815358046909806
48.4,100,2030.731664,False,False,0.15580941713157911
48.7,100,2031.612874,False,False,0.14025577966223443
41.7,100,2032.446157,False,False,0.21768986013506453
43.3,100,2033.278896,False,False,0.139095266780451
48.6,100,2034.113378,False,False,0.153987557925872
48.5,100,2035.080918,False,False,0.3499460943668546
29.2,100,2035.93511,False,False,0.49528874329824146
47.8,100,2036.772713,False,False,0.2987597247592349
48.5,100,2037.590741,False,False,0.13664425256477689
48.7,100,2038.446418,False,False,0.37587799827193047
48.4,100,2039.358428,False,False,0.27292398880553054
41.4,100,2040.222662,False,False,0.22899017307846223
47.7,100,2041.119548,False,False,0.28890509625299426
48.4,100,2042.016886,False,False,0.22676649497087684
48.3,100,2042.908753,False,False,0.19159173414530492
47.7,100,2043.749177,False,False,0.300032407988133
46.2,100,2044.668328,False,False,0.18826199058141402
48.4,100,2045.523076,False,False,0.39738838782464886
41.6,100,2046.796367,False,False,0.14181093741020906
47.4,100,2047.656528,False,False,0.3847290016387898
47.9,100,2048.491711,False,False,0.33572367260419256
34.9,100,2049.341517,False,False,0.26825217694160897
41.1,100,2050.242244,False,False,0.1965405765850237
34.1,100,2051.045488,False,False,0.2358779316248196
32.1,100,2051.876204,False,False,0.1882231668842034
41.2,100,2052.729482,False,False,0.1448390098857287
41.6,100,2053.57673,False,False,0.4012170526119023
22.0,100,2054.419302,False,False,0.3531940349325641
31.0,100,2055.39033,False,False,0.4082710123945373
