#{"t_start": 1770593146.3433673, "env_id": "AdroitHandRelocate-v1"}
r,l,t
-85.3,100,175.70384
-314.3,100,176.496888
-316.9,100,177.275002
-81.9,100,178.081151
34.4,100,178.889342
39.0,100,179.775476
59.4,27,180.000939
46.1,100,180.856578
38.8,100,181.759808
25.4,100,183.109607
-315.7,100,183.986226
-163.580539,100,184.805803
-244.939606,100,185.678138
30.7,100,186.610208
41.2,100,187.48011
31.1,100,188.342134
26.1,100,189.216424
29.2,100,190.062118
21.5,100,190.970855
26.8,100,191.969234
59.584986,100,192.796416
24.4,100,193.630195
114.973468,100,194.550002
22.7,100,195.395874
19.2,100,196.216082
25.6,100,197.061894
29.6,100,197.969855
27.0,100,198.789047
34.9,100,199.629744
23.0,100,200.868506
30.5,100,201.788241
43.4,100,202.665972
30.2,100,203.491143
22.9,100,204.342118
31.4,100,205.296091
28.1,100,206.143197
-230.2,100,207.186722
45.6,100,208.048725
-173.829733,100,209.016907
41.9,100,209.876251
38.1,100,210.766739
44.4,100,211.648217
-272.8,100,212.92023
35.6,100,213.83034
24.9,100,214.703171
36.9,100,215.662582
31.4,100,216.566518
37.9,100,217.528453
28.5,100,218.42764
24.4,100,219.929801
43.4,100,220.869438
46.3,100,221.742186
46.1,100,222.601493
47.0,100,223.512358
48.6,100,224.359409
48.1,100,225.216892
48.0,100,226.071822
45.2,100,226.993086
42.4,100,227.879734
48.2,100,228.743162
42.1,100,229.648631
71.337325,100,230.597547
42.9,100,231.460767
28.9,100,232.332244
44.8,100,233.247022
43.4,100,234.090991
48.3,100,234.985068
37.3,100,235.836608
45.8,100,236.700646
115.215747,100,237.977543
44.8,100,238.913354
40.9,100,239.771127
-21.8,100,240.637772
45.7,100,241.517373
43.2,100,242.418152
43.3,100,243.300324
44.0,100,244.16839
44.3,100,245.020603
44.8,100,245.917962
44.6,100,246.755169
46.9,100,247.633271
45.2,100,248.476406
45.5,100,249.292192
46.7,100,250.10027
45.2,100,250.892404
42.7,100,251.632891
43.2,100,252.377085
47.6,100,253.159914
24.9,100,254.047904
35.5,100,255.372486
31.2,100,256.282997
14.4,100,257.172448
35.8,100,258.136962
35.6,100,258.997019
-52.0,100,259.963433
19.6,100,260.885147
41.3,100,261.74689
27.1,100,262.664079
142.249189,100,263.5397
49.153575,100,264.450492
37.9,100,265.318682
78.594897,65,265.854148
-69.0,100,266.748526
43.3,100,267.609875
29.1,100,268.443419
29.1,100,269.323557
46.7,100,270.202556
106.987151,100,271.075733
47.4,100,271.914106
44.1,100,272.707757
19.2,100,273.995963
36.6,100,274.85611
39.9,100,275.723987
34.3,100,276.616544
-268.7,100,277.522314
38.7,100,278.468756
47.4,100,279.397392
30.5,100,280.30284
33.7,100,281.231036
-284.937985,100,282.209471
13.8,100,283.075549
35.9,100,283.948794
-250.4,100,284.866906
-225.53926,100,285.731285
32.6,100,286.690488
-238.5,100,287.570951
-293.3,100,288.422045
25.4,100,289.310733
-269.7,100,290.141257
-272.4,100,291.027655
18.1,100,292.217739
-313.8,100,292.991879
19.9,100,293.764712
-271.440234,100,294.631737
-135.575969,100,295.436836
-142.7,100,296.256572
-220.2,100,297.02914
44.6,100,297.81875
-200.772959,100,298.668088
35.9,100,299.44952
46.5,100,300.270753
45.1,100,301.035044
48.9,100,301.84056
48.0,100,302.746995
45.9,100,303.536579
39.8,100,304.3254
48.0,100,305.167539
47.5,100,306.00069
48.6,100,306.907012
48.6,100,307.791872
48.7,100,309.035396
-103.760342,100,309.789807
47.8,100,310.582823
44.8,100,311.404626
-306.6,100,312.19807
48.1,100,312.969949
45.9,100,313.752066
36.1,100,314.54548
28.1,100,315.378416
47.6,100,316.129956
47.4,100,316.889268
47.1,100,317.645624
46.4,100,318.414239
47.9,100,319.238625
45.6,100,320.029379
74.909136,100,320.832512
189.112968,100,321.616995
35.7,100,322.386329
36.1,100,323.253995
122.576393,100,324.012702
47.3,100,325.252289
48.9,100,326.141339
36.1,100,327.076728
44.8,100,327.999037
46.0,100,328.910844
-193.9,100,329.772669
47.6,100,330.677536
36.1,100,331.584435
47.6,100,332.410664
46.3,100,333.268494
48.2,100,334.113561
48.4,100,334.996374
48.8,100,335.902118
45.3,100,336.752207
48.6,100,337.609932
47.1,100,338.446536
45.3,100,339.436121
45.2,100,340.37155
53.4,15,340.503985
19.5,100,341.445172
48.3,100,342.379359
47.7,100,344.036363
47.2,100,344.932832
37.2,100,345.927051
45.1,100,346.900727
44.2,100,347.784412
44.5,100,348.636258
42.6,100,349.509507
46.0,100,350.447401
27.3,100,351.409776
-209.1,100,352.317143
45.5,100,353.280113
28.6,100,354.252903
43.7,100,355.225167
30.7,100,356.130168
43.9,100,356.971581
47.3,100,357.827003
44.0,100,358.690116
45.9,100,359.546574
48.0,100,360.326313
48.4,100,361.185263
45.9,100,362.516466
47.1,100,363.392129
48.5,100,364.295919
47.5,100,365.153887
45.5,100,366.034318
47.5,100,367.005978
47.5,100,368.000706
16.0,100,368.937427
23.7,100,369.808999
26.1,100,370.712945
34.9,100,371.633074
-178.1,100,372.562119
39.2,100,373.434085
28.3,100,374.417561
36.9,100,375.260543
17.7,100,376.105486
30.9,100,376.990567
27.9,100,377.810812
25.9,100,378.692552
31.4,100,379.502345
33.3,100,380.780049
-272.4,100,381.62115
31.5,100,382.54961
126.45192,100,383.416997
-199.5,100,384.318439
-77.3,100,385.188406
25.5,100,386.081814
-216.8,100,387.031326
-337.9,100,387.868152
41.7,100,388.699621
37.9,100,389.561875
46.2,100,390.492177
44.2,100,391.553688
10.9,100,392.437189
43.5,100,393.277451
42.5,100,394.132044
43.0,100,395.063343
45.3,100,395.926488
44.1,100,396.857559
43.5,100,397.722188
42.5,100,399.02682
42.1,100,399.907348
44.2,100,400.827667
42.4,100,401.753095
46.5,100,402.659811
38.2,100,403.577654
45.2,100,404.448365
44.9,100,405.309512
46.5,100,406.183896
47.3,100,407.095637
47.7,100,408.005656
34.5,100,408.868814
31.7,100,409.729326
34.3,100,410.648683
22.8,100,411.56481
34.8,100,412.408128
29.1,100,413.352722
42.6,100,414.311704
31.7,100,415.149946
33.5,100,416.066005
85.312944,100,417.372909
24.4,100,418.35019
36.4,100,419.236754
41.7,100,420.104565
33.5,100,420.977673
17.7,100,421.888297
40.1,100,422.776223
-11.2,100,423.696663
32.1,100,424.568571
31.3,100,425.479291
-5.3,100,426.451567
45.4,100,427.416811
31.4,100,428.398476
37.0,100,429.364215
-158.7,100,430.305596
-12.5,100,431.154146
45.3,100,432.033596
-184.7,100,432.876731
-167.8,100,433.755515
28.5,100,434.647443
28.3,100,435.867455
28.5,100,436.703532
23.3,100,437.531754
29.7,100,438.355452
41.1,100,439.14047
39.8,100,439.899927
24.8,100,440.648039
-113.2,100,441.422549
104.131946,100,442.269398
29.3,100,443.043952
18.6,100,443.809387
30.6,100,444.572683
-21.400467,100,445.361535
-302.0,100,446.214773
-224.988784,100,447.012399
-189.1,100,447.787647
44.282793,100,448.552712
-54.706054,100,449.349163
-301.8,100,450.180369
-330.9,100,450.991191
-173.3,100,452.130912
-333.9,100,452.896717
189.033715,100,453.653836
-6.736506,100,454.470698
76.504875,100,455.233199
-126.671812,100,456.059727
-293.5,100,456.917128
125.495164,100,457.85309
-318.1,100,458.703073
-312.8,100,459.61146
246.471069,100,460.500717
-289.9,100,461.394304
-174.038947,100,462.310129
23.7,100,463.163206
13.229356,100,464.047226
90.64451,100,464.92231
33.7,100,465.787861
-31.480743,100,466.722203
25.1,100,467.544631
-202.5,100,468.371368
-25.691804,100,469.667404
-214.2,100,470.644279
31.851306,100,471.488016
-224.372485,100,472.342438
-13.865019,100,473.197194
389.396001,99,474.057131
-6.4,100,474.966069
50.276326,100,475.850546
262.56522,100,476.67519
29.128925,100,477.470277
263.710938,100,478.379612
-243.106457,100,479.178941
80.983926,100,479.994926
-74.076726,100,480.834515
145.485433,100,481.635507
68.407414,100,482.497844
138.665997,100,483.329814
20.3,100,484.164869
271.455097,100,485.002107
271.040249,100,485.85156
267.043801,100,487.314469
255.165962,100,488.10816
156.861993,100,488.889902
92.050241,100,489.667831
264.775051,100,490.600499
202.09981,100,491.481763
252.501685,100,492.340391
245.360533,100,493.086766
27.0,100,493.962033
263.602678,100,494.767377
198.143406,100,495.556832
141.751914,100,496.309935
122.678349,100,497.085358
234.082299,100,497.847056
192.134949,100,498.702094
119.160032,100,499.459653
-76.116126,100,500.268953
-283.599158,100,501.112056
-213.746029,100,501.896583
-284.570421,100,502.740434
-84.930941,100,503.978796
-38.0,100,504.751863
31.6,100,505.570956
36.290597,100,506.410695
-34.603964,100,507.172487
-327.4,100,507.962579
34.7,100,508.726557
33.1,100,509.479472
36.2,100,510.357624
37.9,100,511.145932
42.0,100,511.920104
-71.1,100,512.675108
-25.9,100,513.554851
39.8,100,514.379402
44.183266,100,515.277797
101.60896,100,516.1767
35.1,100,517.079363
220.945568,100,518.002242
24.774811,100,518.870077
245.098728,100,519.65736
197.699379,100,520.9592
247.170876,100,521.877644
280.321876,100,522.68967
85.511086,100,523.479317
113.621923,100,524.275445
91.175464,100,525.043998
6.18408,100,525.927051
-209.934539,100,526.695693
250.430216,100,527.48957
-292.256371,100,528.245054
-101.617935,100,529.044097
210.396242,100,529.875115
170.170187,100,530.662806
95.731299,100,531.486035
245.656448,100,532.262856
146.705426,100,533.071258
44.621631,100,533.930784
265.55472,100,534.754347
-9.194951,100,535.546928
-284.458751,100,536.358335
194.65922,100,537.616516
34.4,100,538.409512
131.91557,100,539.212494
237.81411,100,539.993195
-73.4,100,540.784914
40.123455,100,541.692827
-20.006485,100,542.58502
81.577077,100,543.380063
-83.179853,100,544.158891
280.605923,100,544.932657
260.472045,100,545.761401
-168.828795,100,546.583022
42.8,100,547.36546
59.430168,100,548.167497
-319.0,100,548.93493
42.4,100,549.757337
221.31559,100,550.540294
-23.744258,100,551.3163
24.1,100,552.100922
27.9,100,552.842674
-301.1,100,554.079065
-63.89669,100,554.821595
-140.3,100,555.568225
-314.3,100,556.314591
158.489135,100,557.133884
31.0,100,557.959105
-24.9,100,558.732255
234.251568,100,559.469786
42.3,100,560.276419
-281.8,100,561.028005
283.418523,100,561.887941
78.695714,100,562.643093
28.0,100,563.427154
33.7,100,564.226823
-89.5,100,564.990826
34.8,100,565.815299
52.506516,100,566.634783
41.1,100,567.600029
-106.580664,100,568.404231
129.548032,100,569.217905
26.2,100,570.563892
277.722077,100,571.467048
283.951759,100,572.416156
136.686556,100,573.344649
-103.478816,100,574.186363
-92.562132,100,575.010327
241.412279,100,575.83462
-19.055482,100,576.680365
31.2,100,577.607178
25.9,100,578.423356
33.0,100,579.231532
85.994593,100,580.13246
205.323894,100,581.028163
91.352797,100,581.994187
37.6,100,582.987143
29.8,100,583.953074
32.4,100,584.887003
44.7,100,585.89729
28.3,100,586.781797
27.0,100,587.704515
35.8,100,589.158811
